published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
7/10/2024,580,589,576,583,1.66,143719,83450899.2,1
7/11/2024,589,593,585,590,1.2,134851,79195985.6,1
7/14/2024,601,613,590,604.6,2.47,109661,65824610.2,1
7/15/2024,610,610,597,597,-1.26,109712,66175374,-1
7/16/2024,600,630,597,627,5.03,218699,135535982.5,1
7/17/2024,637,651,631,650,3.67,302733,194285030,1
7/18/2024,650,667,645,652,0.31,279402,183831916.6,1
7/21/2024,650,655,640,645,-1.07,287302,185806738.5,-1
7/22/2024,650,652.9,635,646,0.16,190330,122409023.1,-1
7/23/2024,645,669,640.1,664,2.79,262631,173047931.3,1
7/24/2024,666,679,650,658,-0.9,331094,219993881.1,-1
7/25/2024,665.3,669,645,658,0,164931,108662280.1,-1
7/28/2024,670,693,650,660,0.3,190872,126442738,-1
7/29/2024,673.2,673.2,655,655,-0.76,180149,119873150,-1
7/30/2024,655,670,650.09,664,1.37,173061,114462826.6,1
7/31/2024,675,700,666.2,694.9,4.65,594614,410936227.2,1
8/1/2024,681.1,715,681,684.9,-1.44,313222,218093717.2,1
8/5/2024,684.9,720,680,719,4.98,581743,409397661.9,1
8/6/2024,725,769,712,718.1,-0.13,542512,402871164.3,-1
8/7/2024,718,783,715.2,779.9,8.61,401967,299406526.4,1
8/8/2024,790,802,775.2,778.5,-0.18,357857,282368908.4,-1
8/11/2024,790,800,775,780,0.19,438413,343094229.1,-1
8/12/2024,791,805.8,785,792,1.54,299665,238247461.2,1
8/13/2024,807,807,764,769,-2.9,243476,189063297.3,-1
8/14/2024,775,776,738,772,0.39,310548,236091584.3,-1
8/15/2024,785,809.5,781,786,1.81,507242,404967191.2,1
8/18/2024,787,787,758,758,-3.56,332585,255435178.4,-1
8/21/2024,770,770,745.1,749,-1.19,185782,139905044.4,-1
8/22/2024,749,759,744,746.1,-0.39,155133,116168735.1,-1
8/25/2024,761,761,726,726,-2.69,180590,133051159,-1
8/27/2024,727,730,696.1,700,-3.58,212767,150907255.4,-1
8/28/2024,700,724.2,692,699,-0.14,134532,95125402,-1
